Accident ID,Location,Latitude,Longitude,Weather Condition,Road Condition,Vehicles Involved,Casualties,Cause,DayOfWeek,Month,Hour,Cluster
70a98dea,"New York, USA",36.303834,-152.05962,Clear,Icy,3,4,Mechanical Failure,5,12,4,3
6e0ee47d,"Berlin, Germany",7.5173,-55.621119,Clear,Gravel,1,5,Weather Conditions,0,3,2,3
a1a710a9,"Toronto, Canada",30.055524,-109.520099,Fog,Gravel,5,0,Speeding,0,10,20,1
26200fcb,"Beijing, China",73.015426,176.827672,Hail,Under Construction,2,3,Mechanical Failure,4,2,8,3
b4413f91,"Sydney, Australia",-44.579047,-113.220297,Fog,Icy,1,2,Reckless Driving,5,3,14,0
9f0e7479,"Tokyo, Japan",36.558343,47.298308,Fog,Under Construction,4,3,Reckless Driving,4,3,3,1
ed4f8004,"New York, USA",-7.314632,-10.318703,Rain,Snowy,5,7,Mechanical Failure,0,3,2,2
512742c0,"Beijing, China",50.778206,-21.157762,Fog,Icy,5,2,Weather Conditions,4,10,23,1
b940d6f3,"Toronto, Canada",-37.545681,-158.571212,Storm,Dry,3,1,Reckless Driving,3,5,23,0
6f1b2c42,"Tokyo, Japan",-54.654339,37.222934,Rain,Under Construction,5,5,Distracted Driving,3,7,12,2
ec8386f3,"Beijing, China",23.55973,-27.33639,Hail,Under Construction,4,4,Speeding,5,4,4,1
0e194486,"New York, USA",-52.413222,82.630257,Storm,Under Construction,5,5,Mechanical Failure,3,7,14,2
b7ee6806,"Berlin, Germany",-19.518859,84.708255,Snow,Icy,3,5,Distracted Driving,0,5,11,0
01381dcf,"Sydney, Australia",-52.712602,-178.652427,Storm,Under Construction,3,4,Speeding,3,3,5,0
5ba6ae05,"London, UK",-4.328266,0.576158,Rain,Snowy,3,9,Speeding,6,10,16,2
817d3412,"Sydney, Australia",-61.010907,86.065689,Fog,Gravel,4,7,Reckless Driving,0,3,7,2
3e3f7784,"Sydney, Australia",67.00238,6.967478,Clear,Gravel,4,9,Drunk Driving,2,5,14,2
08ba4c88,"São Paulo, Brazil",20.035992,149.550901,Rain,Dry,1,5,Distracted Driving,5,11,5,3
04ad698b,"Beijing, China",-34.593001,98.94686,Rain,Dry,4,0,Drunk Driving,0,11,20,1
8ce1959e,"Toronto, Canada",-57.078002,-1.522654,Hail,Wet,4,4,Mechanical Failure,2,6,3,2
439ffe44,"New York, USA",8.9602,-101.72062,Fog,Wet,1,2,Mechanical Failure,2,5,14,0
1cfd62d6,"Sydney, Australia",34.842259,-124.155633,Clear,Icy,4,10,Drunk Driving,1,7,21,2
5b1a9a24,"New York, USA",41.028964,-3.652374,Clear,Wet,3,9,Mechanical Failure,3,11,15,2
7f5623cb,"Toronto, Canada",74.507825,92.387641,Rain,Under Construction,2,10,Speeding,3,2,22,3
fdf4708d,"Paris, France",-41.776908,-122.698497,Rain,Snowy,1,5,Mechanical Failure,5,8,22,0
aba0bfdd,"New York, USA",-5.776947,-31.034687,Storm,Under Construction,4,1,Weather Conditions,6,6,0,1
832bdfe8,"Tokyo, Japan",85.360185,-140.626916,Rain,Gravel,2,0,Speeding,1,7,11,3
9eaeb812,"Berlin, Germany",-36.93561,150.764326,Hail,Icy,3,3,Drunk Driving,0,11,13,0
c8eda24e,"Beijing, China",-15.447501,-17.656782,Fog,Snowy,5,6,Drunk Driving,2,3,16,2
46586ef6,"Paris, France",32.449615,122.231054,Storm,Dry,4,0,Drunk Driving,2,7,23,1
ba67e9a3,"São Paulo, Brazil",-73.750335,-155.584748,Clear,Under Construction,5,10,Speeding,4,11,10,2
e922885b,"Paris, France",-79.155935,-113.107902,Snow,Wet,2,1,Distracted Driving,6,11,23,0
2a6a726a,"Paris, France",-44.35286,-119.328422,Fog,Wet,1,0,Distracted Driving,5,7,23,0
b19ac12c,"Toronto, Canada",55.885815,45.517384,Storm,Dry,1,9,Distracted Driving,2,4,23,3
bb874832,"Mumbai, India",-8.220077,-126.68708,Fog,Snowy,1,2,Speeding,5,3,22,0
9d702875,"Toronto, Canada",51.133392,62.892617,Clear,Dry,4,7,Reckless Driving,1,12,10,2
964bb0d3,"São Paulo, Brazil",-40.046019,132.607296,Fog,Dry,5,4,Speeding,0,7,22,1
3c348833,"Beijing, China",49.827577,46.950828,Hail,Icy,1,2,Weather Conditions,6,10,20,3
ab6ab704,"Toronto, Canada",56.886781,54.641906,Rain,Wet,3,7,Reckless Driving,2,4,20,3
b33854dd,"São Paulo, Brazil",11.443371,158.59097,Fog,Gravel,1,3,Weather Conditions,5,9,3,3
404f4302,"Tokyo, Japan",-16.941116,152.534478,Clear,Snowy,4,9,Speeding,0,11,19,2
f24c7a6c,"Toronto, Canada",-72.512234,-97.162289,Rain,Wet,4,9,Speeding,1,4,1,2
8b7e42f4,"Berlin, Germany",-32.362973,-40.827027,Snow,Under Construction,5,5,Weather Conditions,3,7,10,2
2a3ebe87,"Sydney, Australia",-13.006363,166.131903,Storm,Snowy,4,4,Reckless Driving,2,6,19,1
a8d1edcb,"Toronto, Canada",27.53716,1.569961,Storm,Under Construction,1,0,Reckless Driving,1,9,10,0
4f67d8d0,"São Paulo, Brazil",-77.167153,-64.499323,Rain,Gravel,2,5,Distracted Driving,6,9,8,0
f822c464,"Mumbai, India",8.604486,-141.250486,Clear,Wet,4,0,Drunk Driving,2,12,16,1
a827cbd7,"São Paulo, Brazil",-47.917889,-178.534602,Clear,Wet,1,3,Drunk Driving,2,1,18,0
398197db,"Toronto, Canada",45.598172,129.170221,Storm,Wet,5,3,Drunk Driving,6,4,2,1
0c5c3ebd,"Paris, France",-34.988996,-16.433707,Rain,Dry,4,5,Weather Conditions,2,4,12,2
52b6c7d3,"Paris, France",-62.09491,98.363648,Storm,Under Construction,2,6,Reckless Driving,3,3,15,0
814958ed,"São Paulo, Brazil",-37.209243,30.70925,Fog,Wet,3,3,Distracted Driving,5,1,0,0
9ea9d72c,"São Paulo, Brazil",64.349295,-126.540502,Rain,Wet,2,0,Weather Conditions,6,10,8,3
14b68f81,"New York, USA",-34.491211,-69.304106,Fog,Under Construction,5,7,Speeding,1,4,2,2
5625f80d,"São Paulo, Brazil",4.029278,-178.568168,Rain,Under Construction,5,5,Distracted Driving,4,6,18,1
b5d71d2a,"Paris, France",24.271475,-169.398811,Rain,Under Construction,1,7,Drunk Driving,6,12,12,3
825c8e5a,"Mumbai, India",-55.103134,108.122289,Clear,Gravel,4,8,Distracted Driving,1,11,16,2
c3261496,"Toronto, Canada",45.584137,167.808233,Storm,Wet,2,4,Weather Conditions,4,3,23,3
4892eac9,"Toronto, Canada",9.918277,51.16846,Fog,Snowy,1,0,Distracted Driving,4,3,23,0
29d87710,"Paris, France",11.991146,163.529203,Clear,Gravel,5,10,Distracted Driving,5,6,23,2
4b004f1a,"Paris, France",-68.604107,-73.141124,Hail,Under Construction,5,1,Weather Conditions,5,3,10,1
938934d8,"Tokyo, Japan",-88.384055,151.44797,Fog,Wet,4,3,Distracted Driving,6,7,15,0
d3d9ea41,"Sydney, Australia",-71.52279,163.155478,Clear,Under Construction,1,4,Mechanical Failure,5,5,12,0
27c865f3,"Toronto, Canada",61.683282,-133.199601,Snow,Under Construction,3,5,Weather Conditions,6,4,11,3
6db47df0,"Mumbai, India",82.453375,-161.72706,Rain,Snowy,2,10,Weather Conditions,2,4,15,3
1ac74b68,"Tokyo, Japan",84.813714,-138.671175,Storm,Gravel,1,3,Reckless Driving,1,1,21,3
b45469db,"Toronto, Canada",-32.539607,-66.260546,Snow,Gravel,4,6,Weather Conditions,4,7,11,2
cede899e,"Mumbai, India",49.181871,20.443325,Rain,Gravel,2,5,Distracted Driving,5,8,10,3
adcfe145,"Sydney, Australia",-4.782968,-129.400239,Rain,Dry,3,10,Speeding,0,12,14,2
417edb53,"London, UK",-75.873505,57.294531,Fog,Icy,2,2,Weather Conditions,4,5,18,0
c95e0a18,"London, UK",-8.238382,54.328645,Storm,Dry,3,1,Distracted Driving,5,7,22,1
9a5d7d0e,"Paris, France",-43.485312,76.863183,Hail,Gravel,3,2,Drunk Driving,2,4,10,0
81872005,"London, UK",-75.322482,33.473274,Clear,Under Construction,4,4,Reckless Driving,3,9,3,1
9a1f0fc5,"New York, USA",-88.550454,-5.832433,Rain,Under Construction,1,5,Speeding,2,5,9,0
87b970c9,"São Paulo, Brazil",-85.580804,-28.565452,Storm,Snowy,3,10,Drunk Driving,5,12,11,2
ece5060b,"London, UK",-38.42284,153.340951,Clear,Under Construction,1,4,Weather Conditions,0,5,1,0
f474dc7c,"Beijing, China",78.779149,131.157356,Snow,Icy,2,6,Distracted Driving,6,9,1,3
83fc9daf,"Beijing, China",45.206733,-169.238113,Clear,Dry,4,0,Reckless Driving,4,10,4,1
8ed534f3,"Paris, France",67.766544,-174.17057,Fog,Snowy,2,7,Speeding,4,1,15,3
a496ff00,"New York, USA",-51.79921,-64.831085,Storm,Gravel,2,5,Mechanical Failure,2,8,6,0
669af202,"Sydney, Australia",-24.239709,134.188192,Rain,Snowy,2,5,Drunk Driving,3,10,16,0
2d02daf9,"Beijing, China",-13.314883,24.638845,Clear,Snowy,5,5,Drunk Driving,5,7,23,1
98b30e57,"London, UK",84.81211,72.434725,Rain,Gravel,3,6,Weather Conditions,2,7,21,3
092927b7,"Beijing, China",-26.439404,-0.826429,Fog,Snowy,4,4,Drunk Driving,5,7,7,1
f5fb6118,"Tokyo, Japan",-16.646036,-95.01262,Fog,Gravel,2,5,Mechanical Failure,5,2,6,0
37c38ba3,"Beijing, China",75.843469,5.578856,Fog,Icy,4,2,Speeding,5,12,22,1
b860a7f7,"Tokyo, Japan",-36.325677,151.108986,Rain,Under Construction,2,8,Drunk Driving,4,9,11,0
0addb012,"São Paulo, Brazil",48.707025,106.111595,Rain,Under Construction,3,2,Distracted Driving,5,7,22,1
0f56f1f1,"Berlin, Germany",80.751185,-96.472124,Snow,Icy,1,7,Speeding,6,12,20,3
e782fbce,"Paris, France",-37.212202,-57.994005,Fog,Snowy,1,2,Mechanical Failure,6,9,18,0
fa916e63,"Paris, France",-15.360865,140.254612,Clear,Icy,5,1,Reckless Driving,1,6,9,1
7b417f67,"London, UK",69.556474,139.860282,Fog,Snowy,3,1,Distracted Driving,2,11,11,1
2a3ac97e,"London, UK",83.984895,164.586431,Hail,Under Construction,2,4,Weather Conditions,1,12,5,3
4e3ebe88,"New York, USA",-0.059142,131.665896,Hail,Gravel,4,7,Speeding,0,12,1,2
f500c21e,"London, UK",-81.209192,-171.370918,Fog,Under Construction,5,7,Reckless Driving,0,7,3,2
30b740e9,"Tokyo, Japan",-2.466485,-15.236556,Hail,Icy,2,5,Drunk Driving,6,1,20,0
2f17a29e,"Berlin, Germany",33.32285,24.620547,Fog,Gravel,3,6,Speeding,4,11,3,3
55ece06d,"Paris, France",-55.56706,3.71613,Storm,Icy,5,8,Speeding,4,6,16,2
e91390a4,"Sydney, Australia",-14.822909,-155.642062,Rain,Wet,1,1,Reckless Driving,0,11,19,0
79491fe3,"London, UK",29.209606,68.162691,Clear,Dry,5,0,Speeding,0,3,23,1
5fd56098,"Toronto, Canada",2.642627,-86.221494,Clear,Under Construction,2,9,Distracted Driving,2,7,21,3
9870bfa6,"Sydney, Australia",-19.666429,131.463972,Clear,Gravel,2,4,Drunk Driving,3,2,20,0
6bd8c559,"Berlin, Germany",89.217954,-6.618223,Hail,Icy,5,5,Speeding,4,12,2,1
06fabf6e,"New York, USA",-85.490256,172.447786,Rain,Dry,2,7,Mechanical Failure,0,5,23,0
2cebb43f,"New York, USA",55.850808,109.701159,Storm,Dry,3,7,Reckless Driving,2,3,13,3
0d466b28,"London, UK",-70.908942,105.6754,Hail,Snowy,5,4,Weather Conditions,3,8,0,1
a82b1f43,"Sydney, Australia",4.123518,73.93591,Storm,Under Construction,1,1,Speeding,6,11,13,0
5ec92936,"Mumbai, India",54.972545,95.896319,Fog,Icy,4,1,Drunk Driving,0,6,1,1
613f7edb,"London, UK",-45.177295,0.753743,Fog,Icy,1,1,Drunk Driving,5,3,8,0
594e17f6,"London, UK",-72.009219,-149.017685,Clear,Under Construction,5,8,Speeding,4,12,1,2
cf97c2db,"São Paulo, Brazil",-31.187255,19.297089,Hail,Dry,5,7,Speeding,5,8,5,2
933fc896,"New York, USA",46.193858,-176.097598,Snow,Icy,5,6,Reckless Driving,0,12,11,2
391992a6,"Beijing, China",56.28695,-120.094588,Rain,Gravel,1,7,Weather Conditions,5,11,3,3
e4a67312,"Beijing, China",-88.557974,151.237729,Clear,Icy,2,5,Reckless Driving,1,9,19,0
4e837020,"New York, USA",57.957969,-81.133511,Storm,Under Construction,2,2,Reckless Driving,6,12,17,3
2ce98d89,"Toronto, Canada",-30.877767,-37.042719,Rain,Under Construction,5,9,Distracted Driving,4,5,8,2
844dc635,"London, UK",-89.299448,105.514605,Fog,Dry,5,1,Reckless Driving,5,11,18,1
9a14f3d6,"Toronto, Canada",71.88794,-160.884244,Hail,Gravel,3,7,Reckless Driving,6,4,15,3
62945d1b,"Mumbai, India",73.135387,87.926964,Rain,Snowy,5,1,Mechanical Failure,3,6,12,1
2dd115ec,"Berlin, Germany",77.40534,157.439472,Snow,Snowy,1,8,Drunk Driving,0,1,5,3
e2f2df3a,"São Paulo, Brazil",31.34096,100.683188,Clear,Snowy,3,4,Speeding,3,8,14,3
325f7860,"São Paulo, Brazil",-34.869264,-6.826801,Rain,Snowy,3,10,Drunk Driving,2,12,20,2
9a5815b0,"Tokyo, Japan",-78.486706,-110.7686,Fog,Wet,5,4,Weather Conditions,4,3,18,1
28ef8423,"São Paulo, Brazil",55.016797,-20.428718,Rain,Snowy,2,9,Distracted Driving,1,1,3,3
43f2d587,"Tokyo, Japan",-87.834144,-80.861596,Hail,Dry,2,9,Speeding,6,1,1,0
370782f1,"New York, USA",77.465114,-112.374597,Rain,Snowy,5,6,Mechanical Failure,3,5,2,2
614c86ac,"Paris, France",-27.323683,146.143216,Snow,Under Construction,5,2,Mechanical Failure,4,3,7,1
c9d5ac2f,"Beijing, China",40.452142,-176.959334,Storm,Icy,5,1,Weather Conditions,2,2,22,1
0bf7758f,"Toronto, Canada",-2.489696,-9.910869,Rain,Wet,2,3,Speeding,2,11,12,0
fdbf6648,"Berlin, Germany",-57.934788,154.322081,Clear,Icy,2,2,Drunk Driving,2,9,23,0
e8e81037,"Beijing, China",2.395057,147.450853,Storm,Icy,5,9,Drunk Driving,1,3,17,2
3489b267,"Sydney, Australia",-73.380819,145.643472,Storm,Snowy,3,0,Reckless Driving,2,7,5,0
8ae744e3,"São Paulo, Brazil",-4.37373,-166.576745,Fog,Gravel,4,8,Speeding,6,7,21,2
2b6dce1d,"São Paulo, Brazil",38.261188,-65.512296,Storm,Gravel,3,0,Speeding,6,9,22,1
9f280da7,"Sydney, Australia",-29.916735,-114.040682,Fog,Dry,4,5,Reckless Driving,4,6,23,1
4c1366e6,"Sydney, Australia",-53.760018,65.461838,Clear,Gravel,2,6,Speeding,5,4,23,0
1e362a4a,"São Paulo, Brazil",43.872562,-104.252326,Clear,Wet,3,0,Drunk Driving,3,5,1,1
41f52bbb,"Mumbai, India",-13.186798,-44.282315,Fog,Gravel,4,6,Distracted Driving,6,7,13,2
1aec6dca,"Tokyo, Japan",88.506834,-132.76339,Fog,Snowy,3,8,Reckless Driving,0,5,13,3
63c44784,"Mumbai, India",-38.863301,-26.924367,Hail,Gravel,2,3,Reckless Driving,1,1,12,0
a1cb014e,"New York, USA",37.803121,27.962534,Storm,Dry,5,0,Distracted Driving,5,11,6,1
6da5f9cd,"Tokyo, Japan",79.98709,-120.505731,Clear,Wet,1,6,Mechanical Failure,4,8,11,3
78606506,"Sydney, Australia",-36.532584,124.85827,Hail,Icy,1,6,Speeding,0,8,6,0
a2ec69f2,"São Paulo, Brazil",-0.078112,6.8977,Storm,Under Construction,1,2,Weather Conditions,3,8,6,0
455ae5e4,"Berlin, Germany",37.370177,139.981736,Snow,Snowy,3,0,Distracted Driving,2,9,17,1
1010b0a1,"Tokyo, Japan",34.357012,83.291547,Rain,Wet,4,1,Speeding,5,6,20,1
0655e807,"São Paulo, Brazil",-81.810325,135.762116,Fog,Snowy,3,10,Distracted Driving,6,4,0,2
c5267756,"Sydney, Australia",-77.798386,54.547381,Clear,Under Construction,3,0,Speeding,1,12,11,0
159b9344,"Beijing, China",42.490187,-136.820797,Hail,Under Construction,3,0,Mechanical Failure,5,4,22,1
0a1f8d73,"Mumbai, India",13.390589,167.254663,Fog,Gravel,5,5,Mechanical Failure,1,12,1,1
12b1294b,"Beijing, China",-73.495461,122.628888,Snow,Under Construction,1,4,Mechanical Failure,0,7,19,0
8500f885,"Toronto, Canada",-7.760136,29.209482,Fog,Dry,2,9,Drunk Driving,1,8,23,3
7ba1ab36,"Paris, France",-87.23126,-40.713766,Storm,Snowy,4,7,Mechanical Failure,5,11,8,2
2a1fc3d6,"Paris, France",29.741262,-112.416471,Fog,Icy,4,4,Drunk Driving,5,11,7,1
340d6ae9,"Berlin, Germany",-31.794918,74.692417,Storm,Wet,5,5,Distracted Driving,1,6,9,2
7da59d5f,"Sydney, Australia",20.087074,-108.691422,Snow,Snowy,5,10,Drunk Driving,4,9,17,2
5b7d190b,"São Paulo, Brazil",-61.194834,-143.982269,Storm,Wet,2,3,Distracted Driving,1,12,23,0
2dee5ebc,"Berlin, Germany",-26.925619,-139.565738,Hail,Icy,5,3,Mechanical Failure,4,5,7,1
eae59578,"Sydney, Australia",87.500512,82.313078,Storm,Icy,1,5,Speeding,6,1,20,3
cac07500,"Mumbai, India",-40.602764,55.572613,Storm,Icy,5,5,Reckless Driving,3,12,12,1
06f0078b,"Toronto, Canada",31.871667,129.454208,Clear,Under Construction,2,0,Speeding,6,9,7,1
7fecd67d,"São Paulo, Brazil",23.471128,-139.77731,Snow,Snowy,1,4,Reckless Driving,5,7,8,3
c2a7af4e,"Beijing, China",28.260745,17.216223,Rain,Snowy,5,5,Distracted Driving,4,5,11,1
64879d93,"Mumbai, India",-87.985076,-178.993484,Clear,Under Construction,1,6,Mechanical Failure,5,7,17,0
039cadc0,"Mumbai, India",-45.26842,-58.287646,Clear,Wet,2,5,Weather Conditions,2,11,20,0
c12ad6ff,"Beijing, China",37.244453,41.168535,Storm,Dry,2,10,Drunk Driving,0,10,11,3
04934b5e,"Mumbai, India",40.915749,66.880511,Rain,Snowy,4,10,Drunk Driving,0,9,8,2
c5f93760,"São Paulo, Brazil",-54.424089,93.367369,Clear,Under Construction,4,3,Weather Conditions,2,6,9,1
29923905,"Berlin, Germany",-44.268723,-84.360639,Hail,Gravel,1,2,Mechanical Failure,2,11,7,0
4e6d9418,"Sydney, Australia",9.629678,175.74349,Storm,Under Construction,5,0,Mechanical Failure,6,10,22,1
4a906031,"Toronto, Canada",-47.880477,70.152191,Storm,Under Construction,5,1,Mechanical Failure,6,12,4,1
4cf611d6,"London, UK",27.473579,-21.901462,Fog,Gravel,2,2,Reckless Driving,1,2,4,3
a4d33442,"São Paulo, Brazil",-46.791282,-80.683007,Rain,Wet,3,0,Reckless Driving,4,2,10,0
ecadae3b,"Toronto, Canada",-79.487127,54.55882,Rain,Snowy,1,2,Mechanical Failure,5,10,0,0
0acdfbef,"Mumbai, India",-45.811005,-26.477888,Hail,Wet,3,3,Drunk Driving,6,11,20,0
a8d31f3c,"Tokyo, Japan",41.455135,-165.837913,Rain,Dry,1,7,Speeding,1,8,13,3
752f463f,"New York, USA",43.293649,121.211454,Snow,Snowy,2,2,Distracted Driving,3,4,7,3
19310bc7,"Sydney, Australia",43.733948,-74.275444,Snow,Icy,2,1,Weather Conditions,6,2,10,3
c9ca958b,"London, UK",32.593336,-77.138706,Fog,Gravel,2,7,Weather Conditions,6,12,9,3
fcedf976,"Beijing, China",14.466887,60.234953,Rain,Gravel,2,9,Distracted Driving,0,10,19,3
c2d651c2,"Toronto, Canada",-5.143502,45.853683,Hail,Gravel,2,4,Speeding,5,8,21,0
46c722ff,"Berlin, Germany",35.273161,161.043583,Hail,Wet,2,1,Reckless Driving,1,3,7,3
5befd96c,"Mumbai, India",-15.144053,-116.406215,Storm,Wet,2,2,Distracted Driving,6,3,16,0
e0bb9792,"Paris, France",-89.413109,173.202773,Hail,Gravel,2,3,Drunk Driving,0,8,14,0
1a77ab24,"Sydney, Australia",36.014807,141.278134,Clear,Icy,5,3,Weather Conditions,2,10,10,1
a6f91a1a,"New York, USA",30.613763,-21.881178,Fog,Gravel,2,0,Mechanical Failure,3,11,19,1
746585e7,"Berlin, Germany",-87.950755,146.779816,Fog,Under Construction,3,10,Drunk Driving,2,3,1,2
81446a45,"Toronto, Canada",21.411985,-30.550624,Clear,Snowy,2,4,Weather Conditions,4,12,4,3
9bfd1c9d,"Beijing, China",45.101481,-79.335711,Hail,Wet,1,5,Reckless Driving,1,2,3,3
fdb8577e,"Toronto, Canada",25.592051,-178.612915,Clear,Dry,4,1,Drunk Driving,2,4,11,1
50b24a13,"London, UK",-73.185923,11.550257,Storm,Under Construction,5,7,Mechanical Failure,2,4,19,2
e12762d8,"São Paulo, Brazil",-10.224352,-66.211235,Clear,Wet,2,0,Weather Conditions,0,10,13,0
a384b12b,"Beijing, China",23.897404,-60.448548,Hail,Wet,1,0,Mechanical Failure,2,4,15,3
c49dedf7,"Mumbai, India",-43.95958,26.861514,Fog,Gravel,3,4,Reckless Driving,4,1,11,0
2eff0e38,"Beijing, China",-83.72741,106.902111,Hail,Under Construction,5,10,Drunk Driving,2,12,10,2
8274a070,"Beijing, China",64.11756,101.801164,Storm,Gravel,5,4,Mechanical Failure,1,7,13,1
929320ef,"Sydney, Australia",41.697233,69.875989,Storm,Under Construction,1,4,Mechanical Failure,2,5,23,3
92ece036,"São Paulo, Brazil",34.677437,-126.24521,Snow,Icy,1,8,Mechanical Failure,4,6,16,3
3b9e652a,"Tokyo, Japan",-51.1103,-68.009898,Clear,Under Construction,3,6,Distracted Driving,2,12,15,0
08e1e8bf,"Paris, France",87.837982,57.983271,Hail,Wet,2,10,Weather Conditions,4,5,7,3
f862803d,"Beijing, China",11.420056,-124.728643,Storm,Icy,1,0,Reckless Driving,3,10,15,0
e036380d,"Berlin, Germany",-15.758402,149.04249,Storm,Icy,3,5,Distracted Driving,6,3,7,0
e3749828,"São Paulo, Brazil",32.541277,138.193778,Rain,Snowy,2,2,Mechanical Failure,0,5,16,3
fa49c61d,"Mumbai, India",87.067184,78.460201,Fog,Snowy,1,7,Weather Conditions,4,2,13,3
b9266fb6,"Sydney, Australia",-78.562687,16.691787,Storm,Dry,3,5,Speeding,1,8,6,0
2f06725e,"Berlin, Germany",-2.780234,-79.954589,Storm,Icy,2,8,Reckless Driving,4,6,17,0
fe54f198,"Berlin, Germany",42.26269,-171.96291,Clear,Snowy,1,6,Speeding,1,8,4,3
33853bc3,"São Paulo, Brazil",74.250474,-97.173967,Clear,Icy,4,8,Reckless Driving,4,1,21,2
9647c59c,"New York, USA",-28.779271,-30.790775,Snow,Gravel,1,5,Weather Conditions,4,8,0,0
b5d4bb05,"Mumbai, India",-49.023898,60.756386,Hail,Icy,2,9,Weather Conditions,2,5,16,0
7253ce6a,"Tokyo, Japan",-35.666227,153.399213,Rain,Under Construction,4,1,Mechanical Failure,1,2,8,1
53c57618,"Sydney, Australia",-1.737311,-107.917943,Clear,Under Construction,3,3,Speeding,5,11,7,1
47a5fddd,"Mumbai, India",-27.228396,93.816297,Fog,Gravel,3,8,Weather Conditions,2,6,12,2
e6648dd5,"Tokyo, Japan",19.643197,156.512841,Snow,Icy,1,1,Speeding,3,8,23,0
71706fb2,"Paris, France",48.935382,52.890686,Hail,Icy,3,5,Weather Conditions,1,5,12,3
c1dffda7,"London, UK",75.145512,94.881058,Storm,Icy,3,5,Reckless Driving,4,11,0,3
80ffb27e,"Tokyo, Japan",-35.896071,-24.861943,Snow,Icy,1,4,Mechanical Failure,5,9,20,0
2b3277ff,"Paris, France",0.245394,3.764739,Snow,Gravel,5,6,Mechanical Failure,0,8,21,2
d442feff,"Beijing, China",-37.293313,130.214114,Rain,Gravel,1,5,Mechanical Failure,1,4,23,0
7ca8f04d,"Sydney, Australia",51.681785,79.838341,Rain,Gravel,1,6,Drunk Driving,4,3,20,3
04a144e6,"Tokyo, Japan",-49.877304,-55.554883,Hail,Gravel,4,7,Reckless Driving,3,8,8,2
f07e601a,"Toronto, Canada",54.160056,46.14481,Fog,Gravel,3,4,Drunk Driving,1,9,17,3
f5711041,"Berlin, Germany",-69.725216,128.333456,Storm,Gravel,2,3,Drunk Driving,1,6,21,0
1c4eca1c,"Berlin, Germany",45.53773,72.571227,Rain,Snowy,5,2,Distracted Driving,0,5,11,1
0a05bc15,"Berlin, Germany",35.922585,136.217824,Hail,Dry,4,6,Distracted Driving,5,6,21,1
798b5315,"Tokyo, Japan",-63.461008,146.409793,Snow,Under Construction,4,0,Weather Conditions,5,6,14,1
8ed77665,"London, UK",-56.03683,-46.006915,Hail,Dry,2,7,Weather Conditions,4,9,6,0
8757bfa5,"London, UK",-62.642425,116.771011,Snow,Under Construction,5,8,Drunk Driving,3,4,2,2
a272e4f9,"Paris, France",39.737789,-13.049474,Clear,Snowy,5,2,Distracted Driving,4,6,5,1
b5f7997f,"London, UK",1.799006,-148.000666,Fog,Dry,5,0,Reckless Driving,5,7,19,1
dd405dbe,"Sydney, Australia",-57.997797,46.584731,Fog,Snowy,4,9,Weather Conditions,2,9,17,2
85226806,"New York, USA",-22.667338,126.713079,Rain,Under Construction,5,8,Reckless Driving,6,6,3,2
8371ec78,"Toronto, Canada",15.1692,-133.800993,Fog,Under Construction,4,4,Weather Conditions,1,6,22,1
f3b93d3d,"São Paulo, Brazil",-78.741533,52.60292,Storm,Under Construction,2,6,Mechanical Failure,3,6,20,0
47df1c7c,"New York, USA",-65.355825,-77.755972,Fog,Snowy,2,0,Distracted Driving,1,2,16,0
be354388,"Paris, France",-46.106658,16.082241,Clear,Wet,5,9,Mechanical Failure,0,9,11,2
18847202,"Sydney, Australia",54.782023,94.531931,Rain,Snowy,3,9,Speeding,6,8,23,3
036fff32,"Toronto, Canada",14.665016,174.149509,Rain,Icy,5,5,Distracted Driving,1,5,11,1
42a89f30,"São Paulo, Brazil",19.931222,173.727044,Rain,Gravel,4,1,Weather Conditions,5,4,12,1
9a08518d,"Sydney, Australia",-1.96775,-76.185196,Rain,Snowy,5,1,Reckless Driving,5,9,13,1
4ac56e1f,"London, UK",56.691187,-58.240346,Storm,Snowy,2,3,Distracted Driving,5,8,15,3
53cb496e,"London, UK",-28.799017,85.330708,Storm,Dry,4,5,Mechanical Failure,5,8,2,2
6a3be371,"New York, USA",-6.92847,-70.413836,Hail,Dry,2,9,Mechanical Failure,0,6,9,3
78d11507,"Tokyo, Japan",-70.223998,153.590747,Storm,Icy,1,1,Mechanical Failure,6,3,14,0
76c37efc,"Mumbai, India",31.412995,-37.900344,Storm,Gravel,5,9,Mechanical Failure,6,6,20,2
b4e04ab5,"New York, USA",-28.233482,119.401386,Fog,Snowy,1,10,Drunk Driving,1,1,19,0
1b9a6883,"Tokyo, Japan",-79.43632,78.35029,Rain,Gravel,1,7,Distracted Driving,5,6,9,0
f766799f,"Sydney, Australia",-16.46876,60.04829,Snow,Dry,4,2,Drunk Driving,1,1,6,1
13e58a8f,"São Paulo, Brazil",-13.486527,57.716948,Snow,Snowy,2,10,Weather Conditions,2,7,0,2
97a9a768,"New York, USA",-60.750046,-172.387335,Hail,Icy,1,6,Speeding,0,6,19,0
2455be18,"London, UK",59.055856,54.776549,Clear,Icy,4,5,Speeding,3,8,17,1
d0222ab9,"London, UK",77.696254,72.003961,Storm,Gravel,3,4,Drunk Driving,3,3,19,3
c27d6447,"São Paulo, Brazil",-53.278341,-165.410102,Clear,Under Construction,3,4,Speeding,6,11,6,0
